Origin;Destination;Number
Vitebskaya;Uralskaya;34
Vladimirskaya;Uralskaya;564
Vologodskaya;Uralskaya;51
Volhynskaya;Uralskaya;31
Voronezhskaya;Uralskaya;551
Viatskaya;Uralskaya;483
Grodnenskaya;Uralskaya;24
VojskaDonskogo;Uralskaya;268
Ekaterinoslavskaya;Uralskaya;77
Kazanskaya;Uralskaya;5685
Kalugskaya;Uralskaya;78
Kievskaya;Uralskaya;89
Kovenskaya;Uralskaya;46
Kostromskaya;Uralskaya;139
Kurlandskaya;Uralskaya;18
Kurskaya;Uralskaya;181
Liflyandskaya;Uralskaya;19
Minskaya;Uralskaya;40
Mogilevskaya;Uralskaya;33
Moscowskaya;Uralskaya;244
Nizhegorodskaya;Uralskaya;4156
Novgorodskaya;Uralskaya;35
Olonetskaya;Uralskaya;12
Orenburgskaya;Uralskaya;1846
Orlovskaya;Uralskaya;297
Penzenskaya;Uralskaya;1649
Permskaya;Uralskaya;347
Podolskaya;Uralskaya;39
Poltavskaya;Uralskaya;112
Pskovskaya;Uralskaya;23
Ryazanskaya;Uralskaya;648
Samaraskaya;Uralskaya;15289
StPetersburgskaya;Uralskaya;172
Saratovskaya;Uralskaya;3231
Simbirskaya;Uralskaya;4008
Smolenskaya;Uralskaya;83
Tauridskaya;Uralskaya;34
Tambovskaya;Uralskaya;857
Tverskaya;Uralskaya;51
Tulskaya;Uralskaya;248
Ufimskaya;Uralskaya;1260
Kharkovskaya;Uralskaya;241
Khersonskaya;Uralskaya;44
Chernigovskaya;Uralskaya;75
Estonskaya;Uralskaya;9
Yaroslavskaya;Uralskaya;148
Warsawskaya;Uralskaya;26
Kaliszskaya;Uralskaya;5
Kieleckaya;Uralskaya;4
Lomzinskaya;Uralskaya;6
Lublinskaya;Uralskaya;13
Piotrkovskaya;Uralskaya;144
Plockaya;Uralskaya;20
Radomskaya;Uralskaya;4
Suwalkskaya;Uralskaya;6
Siedlcskaya;Uralskaya;10
Bakinskaya;Uralskaya;6
Dagestanskaya;Uralskaya;17
Elisabethpolskaya;Uralskaya;6
Karsskaya;Uralskaya;0
Kubanskaya;Uralskaya;13
Kutaisskaya;Uralskaya;9
Stavropolskaya;Uralskaya;53
Terskaya;Uralskaya;13
Tiflisskaya;Uralskaya;7
Cernomorskaya;Uralskaya;5
Erevanskaya;Uralskaya;1
Amurskaya;Uralskaya;2
Eniseiskaya;Uralskaya;2
Zabaikalskaya;Uralskaya;2
Irkutskaya;Uralskaya;6
Primorskaya;Uralskaya;2
Sakhalin;Uralskaya;0
Tobolskaya;Uralskaya;45
Tomskaya;Uralskaya;35
Yakutskaya;Uralskaya;0
Akmolinskaya;Uralskaya;4
Zakaspiyskaya;Uralskaya;905
Samarkandskaya;Uralskaya;22
Semipalatinskaya;Uralskaya;3
Semirechenskaya;Uralskaya;4
SyrDaryinskaya;Uralskaya;33
Turgayskaya;Uralskaya;1619
Ferganskaya;Uralskaya;9
Arkhangelskaya;Viatskaya;151
Astrakhanskaya;Viatskaya;80
Bessarabskaya;Viatskaya;18
Vilenskaya;Viatskaya;122
Vitebskaya;Viatskaya;140
Vladimirskaya;Viatskaya;1106
Vologodskaya;Viatskaya;3019
Volhynskaya;Viatskaya;87
Voronezhskaya;Viatskaya;75
Grodnenskaya;Viatskaya;106
VojskaDonskogo;Viatskaya;74
Ekaterinoslavskaya;Viatskaya;51
Kazanskaya;Viatskaya;16553
Kalugskaya;Viatskaya;84
Kievskaya;Viatskaya;110
Kovenskaya;Viatskaya;127
Kostromskaya;Viatskaya;3285
Kurlandskaya;Viatskaya;36
Kurskaya;Viatskaya;95
Liflyandskaya;Viatskaya;74
Minskaya;Viatskaya;129
Mogilevskaya;Viatskaya;203
Moscowskaya;Viatskaya;476
Nizhegorodskaya;Viatskaya;1593
Novgorodskaya;Viatskaya;155
Olonetskaya;Viatskaya;45
Orenburgskaya;Viatskaya;217
Orlovskaya;Viatskaya;141
Penzenskaya;Viatskaya;191
Permskaya;Viatskaya;7750
Podolskaya;Viatskaya;105
Poltavskaya;Viatskaya;84
Pskovskaya;Viatskaya;55
Ryazanskaya;Viatskaya;373
Samaraskaya;Viatskaya;536
StPetersburgskaya;Viatskaya;610
Saratovskaya;Viatskaya;290
Simbirskaya;Viatskaya;596
Smolenskaya;Viatskaya;97
Tauridskaya;Viatskaya;41
Tambovskaya;Viatskaya;232
Tverskaya;Viatskaya;242
Tulskaya;Viatskaya;117
Ufimskaya;Viatskaya;6949
Kharkovskaya;Viatskaya;87
Khersonskaya;Viatskaya;100
Chernigovskaya;Viatskaya;89
Estonskaya;Viatskaya;240
Yaroslavskaya;Viatskaya;223
Warsawskaya;Viatskaya;97
Kaliszskaya;Viatskaya;16
Kieleckaya;Viatskaya;14
Lomzinskaya;Viatskaya;26
Lublinskaya;Viatskaya;44
Piotrkovskaya;Viatskaya;74
Plockaya;Viatskaya;15
Radomskaya;Viatskaya;23
Suwalkskaya;Viatskaya;30
Siedlcskaya;Viatskaya;6
Bakinskaya;Viatskaya;43
Dagestanskaya;Viatskaya;5
Elisabethpolskaya;Viatskaya;3
Karsskaya;Viatskaya;3
Kubanskaya;Viatskaya;11
Kutaisskaya;Viatskaya;12
Stavropolskaya;Viatskaya;16
Terskaya;Viatskaya;22
Tiflisskaya;Viatskaya;28
Cernomorskaya;Viatskaya;4
Erevanskaya;Viatskaya;10
Amurskaya;Viatskaya;9
Eniseiskaya;Viatskaya;44
Zabaikalskaya;Viatskaya;15
Irkutskaya;Viatskaya;50
Primorskaya;Viatskaya;9
Sakhalin;Viatskaya;3
Tobolskaya;Viatskaya;142
Tomskaya;Viatskaya;118
Yakutskaya;Viatskaya;6
Akmolinskaya;Viatskaya;41
Zakaspiyskaya;Viatskaya;12
Samarkandskaya;Viatskaya;17
Semipalatinskaya;Viatskaya;14
Semirechenskaya;Viatskaya;18
SyrDaryinskaya;Viatskaya;53
Turgayskaya;Viatskaya;7
Uralskaya;Viatskaya;17
Ferganskaya;Viatskaya;6
Arkhangelskaya;Vilenskaya;53
Astrakhanskaya;Vilenskaya;47
Bessarabskaya;Vilenskaya;116
Vitebskaya;Vilenskaya;7545
Vladimirskaya;Vilenskaya;904
Vologodskaya;Vilenskaya;2607
Volhynskaya;Vilenskaya;1544
Voronezhskaya;Vilenskaya;4804
Viatskaya;Vilenskaya;1301
Grodnenskaya;Vilenskaya;7837
VojskaDonskogo;Vilenskaya;133
Ekaterinoslavskaya;Vilenskaya;394
Kazanskaya;Vilenskaya;1690
Kalugskaya;Vilenskaya;484
Kievskaya;Vilenskaya;430
Kovenskaya;Vilenskaya;19222
Kostromskaya;Vilenskaya;3969
Kurlandskaya;Vilenskaya;1194
Kurskaya;Vilenskaya;1157
Liflyandskaya;Vilenskaya;701
Minskaya;Vilenskaya;15126
Mogilevskaya;Vilenskaya;1304
Moscowskaya;Vilenskaya;508
Nizhegorodskaya;Vilenskaya;352
Novgorodskaya;Vilenskaya;635
Olonetskaya;Vilenskaya;147
Orenburgskaya;Vilenskaya;53
Orlovskaya;Vilenskaya;707
Penzenskaya;Vilenskaya;420
Permskaya;Vilenskaya;73
Podolskaya;Vilenskaya;160
Poltavskaya;Vilenskaya;235
Pskovskaya;Vilenskaya;584
Ryazanskaya;Vilenskaya;244
Samaraskaya;Vilenskaya;157
StPetersburgskaya;Vilenskaya;761
Saratovskaya;Vilenskaya;223
Simbirskaya;Vilenskaya;175
Smolenskaya;Vilenskaya;365
Tauridskaya;Vilenskaya;227
Tambovskaya;Vilenskaya;203
Tverskaya;Vilenskaya;582
Tulskaya;Vilenskaya;249
Ufimskaya;Vilenskaya;43
Kharkovskaya;Vilenskaya;165
Khersonskaya;Vilenskaya;297
Chernigovskaya;Vilenskaya;1899
Estonskaya;Vilenskaya;87
Yaroslavskaya;Vilenskaya;1846
Warsawskaya;Vilenskaya;1344
Kaliszskaya;Vilenskaya;299
Kieleckaya;Vilenskaya;124
Lomzinskaya;Vilenskaya;292
Lublinskaya;Vilenskaya;215
Piotrkovskaya;Vilenskaya;189
Plockaya;Vilenskaya;229
Radomskaya;Vilenskaya;143
Suwalkskaya;Vilenskaya;3916
Siedlcskaya;Vilenskaya;316
Bakinskaya;Vilenskaya;86
Dagestanskaya;Vilenskaya;398
Elisabethpolskaya;Vilenskaya;53
Karsskaya;Vilenskaya;9
Kubanskaya;Vilenskaya;41
Kutaisskaya;Vilenskaya;42
Stavropolskaya;Vilenskaya;96
Terskaya;Vilenskaya;298
Tiflisskaya;Vilenskaya;364
Cernomorskaya;Vilenskaya;103
Erevanskaya;Vilenskaya;182
Amurskaya;Vilenskaya;13
Eniseiskaya;Vilenskaya;49
Zabaikalskaya;Vilenskaya;39
Irkutskaya;Vilenskaya;53
Primorskaya;Vilenskaya;57
Sakhalin;Vilenskaya;0
Tobolskaya;Vilenskaya;45
Tomskaya;Vilenskaya;16
Yakutskaya;Vilenskaya;8
Akmolinskaya;Vilenskaya;8
Zakaspiyskaya;Vilenskaya;15
Samarkandskaya;Vilenskaya;7
Semipalatinskaya;Vilenskaya;13
Semirechenskaya;Vilenskaya;13
SyrDaryinskaya;Vilenskaya;13
Turgayskaya;Vilenskaya;6
Uralskaya;Vilenskaya;4
Ferganskaya;Vilenskaya;9
Arkhangelskaya;Vitebskaya;73
Astrakhanskaya;Vitebskaya;34
Bessarabskaya;Vitebskaya;45
Vilenskaya;Vitebskaya;11895
Vladimirskaya;Vitebskaya;325
Vologodskaya;Vitebskaya;270
Volhynskaya;Vitebskaya;244
Voronezhskaya;Vitebskaya;134
Viatskaya;Vitebskaya;1722
Grodnenskaya;Vitebskaya;1045
VojskaDonskogo;Vitebskaya;90
Ekaterinoslavskaya;Vitebskaya;91
Kazanskaya;Vitebskaya;153
Kalugskaya;Vitebskaya;563
Kievskaya;Vitebskaya;362
Kovenskaya;Vitebskaya;14698
Kostromskaya;Vitebskaya;3091
Kurlandskaya;Vitebskaya;17519
Kurskaya;Vitebskaya;283
Liflyandskaya;Vitebskaya;17285
Minskaya;Vitebskaya;3637
Mogilevskaya;Vitebskaya;13483
Moscowskaya;Vitebskaya;932
Nizhegorodskaya;Vitebskaya;2851
Novgorodskaya;Vitebskaya;486
Olonetskaya;Vitebskaya;83
Orenburgskaya;Vitebskaya;56
Orlovskaya;Vitebskaya;466
Penzenskaya;Vitebskaya;132
Permskaya;Vitebskaya;71
Podolskaya;Vitebskaya;165
Poltavskaya;Vitebskaya;248
Pskovskaya;Vitebskaya;7040
Ryazanskaya;Vitebskaya;316
Samaraskaya;Vitebskaya;1026
StPetersburgskaya;Vitebskaya;2450
Saratovskaya;Vitebskaya;1009
Simbirskaya;Vitebskaya;179
Smolenskaya;Vitebskaya;3171
Tauridskaya;Vitebskaya;66
Tambovskaya;Vitebskaya;154
Tverskaya;Vitebskaya;452
Tulskaya;Vitebskaya;224
Ufimskaya;Vitebskaya;425
Kharkovskaya;Vitebskaya;127
Khersonskaya;Vitebskaya;150
Chernigovskaya;Vitebskaya;414
Estonskaya;Vitebskaya;115
Yaroslavskaya;Vitebskaya;327
Warsawskaya;Vitebskaya;436
Kaliszskaya;Vitebskaya;79
Kieleckaya;Vitebskaya;47
Lomzinskaya;Vitebskaya;126
Lublinskaya;Vitebskaya;87
Piotrkovskaya;Vitebskaya;89
Plockaya;Vitebskaya;89
Radomskaya;Vitebskaya;101
Suwalkskaya;Vitebskaya;453
Siedlcskaya;Vitebskaya;103
Bakinskaya;Vitebskaya;19
Dagestanskaya;Vitebskaya;15
Elisabethpolskaya;Vitebskaya;10
Karsskaya;Vitebskaya;1
Kubanskaya;Vitebskaya;35
Kutaisskaya;Vitebskaya;18
Stavropolskaya;Vitebskaya;28
Terskaya;Vitebskaya;55
Tiflisskaya;Vitebskaya;66
Cernomorskaya;Vitebskaya;6
Erevanskaya;Vitebskaya;5
Amurskaya;Vitebskaya;4
Eniseiskaya;Vitebskaya;18
Zabaikalskaya;Vitebskaya;9
Irkutskaya;Vitebskaya;20
Primorskaya;Vitebskaya;3
Sakhalin;Vitebskaya;0
Tobolskaya;Vitebskaya;46
Tomskaya;Vitebskaya;13
Yakutskaya;Vitebskaya;5
Akmolinskaya;Vitebskaya;21
Zakaspiyskaya;Vitebskaya;6
Samarkandskaya;Vitebskaya;1
Semipalatinskaya;Vitebskaya;1
Semirechenskaya;Vitebskaya;9
SyrDaryinskaya;Vitebskaya;11
Turgayskaya;Vitebskaya;2
Uralskaya;Vitebskaya;3
Ferganskaya;Vitebskaya;1
Arkhangelskaya;Vladimirskaya;96
Astrakhanskaya;Vladimirskaya;200
Bessarabskaya;Vladimirskaya;31
Vilenskaya;Vladimirskaya;261
Vitebskaya;Vladimirskaya;264
Vologodskaya;Vladimirskaya;413
Volhynskaya;Vladimirskaya;141
Voronezhskaya;Vladimirskaya;421
Viatskaya;Vladimirskaya;375
Grodnenskaya;Vladimirskaya;252
VojskaDonskogo;Vladimirskaya;198
Ekaterinoslavskaya;Vladimirskaya;182
Kazanskaya;Vladimirskaya;407
Kalugskaya;Vladimirskaya;1651
Kievskaya;Vladimirskaya;325
Kovenskaya;Vladimirskaya;269
Kostromskaya;Vladimirskaya;16383
Kurlandskaya;Vladimirskaya;155
Kurskaya;Vladimirskaya;510
Liflyandskaya;Vladimirskaya;305
Minskaya;Vladimirskaya;253
Mogilevskaya;Vladimirskaya;347
Moscowskaya;Vladimirskaya;19887
Nizhegorodskaya;Vladimirskaya;5596
Novgorodskaya;Vladimirskaya;343
Olonetskaya;Vladimirskaya;83
Orenburgskaya;Vladimirskaya;182
Orlovskaya;Vladimirskaya;609
Penzenskaya;Vladimirskaya;502
Permskaya;Vladimirskaya;414
Podolskaya;Vladimirskaya;313
Poltavskaya;Vladimirskaya;164
Pskovskaya;Vladimirskaya;127
Ryazanskaya;Vladimirskaya;11825
Samaraskaya;Vladimirskaya;311
StPetersburgskaya;Vladimirskaya;1215
Saratovskaya;Vladimirskaya;326
Simbirskaya;Vladimirskaya;584
Smolenskaya;Vladimirskaya;1967
Tauridskaya;Vladimirskaya;105
Tambovskaya;Vladimirskaya;4352
Tverskaya;Vladimirskaya;3688
Tulskaya;Vladimirskaya;2612
Ufimskaya;Vladimirskaya;305
Kharkovskaya;Vladimirskaya;256
Khersonskaya;Vladimirskaya;614
Chernigovskaya;Vladimirskaya;299
Estonskaya;Vladimirskaya;41
Yaroslavskaya;Vladimirskaya;4781
Warsawskaya;Vladimirskaya;313
Kaliszskaya;Vladimirskaya;29
Kieleckaya;Vladimirskaya;199
Lomzinskaya;Vladimirskaya;78
Lublinskaya;Vladimirskaya;38
Piotrkovskaya;Vladimirskaya;80
Plockaya;Vladimirskaya;46
Radomskaya;Vladimirskaya;110
Suwalkskaya;Vladimirskaya;287
Siedlcskaya;Vladimirskaya;163
Bakinskaya;Vladimirskaya;124
Dagestanskaya;Vladimirskaya;16
Elisabethpolskaya;Vladimirskaya;2
Karsskaya;Vladimirskaya;7
Kubanskaya;Vladimirskaya;55
Kutaisskaya;Vladimirskaya;15
Stavropolskaya;Vladimirskaya;30
Terskaya;Vladimirskaya;45
Tiflisskaya;Vladimirskaya;54
Cernomorskaya;Vladimirskaya;7
Erevanskaya;Vladimirskaya;4
Amurskaya;Vladimirskaya;2
Eniseiskaya;Vladimirskaya;39
Zabaikalskaya;Vladimirskaya;10
Irkutskaya;Vladimirskaya;28
Primorskaya;Vladimirskaya;5
Sakhalin;Vladimirskaya;0
Tobolskaya;Vladimirskaya;47
Tomskaya;Vladimirskaya;54
Yakutskaya;Vladimirskaya;6
Akmolinskaya;Vladimirskaya;13
Zakaspiyskaya;Vladimirskaya;7
Samarkandskaya;Vladimirskaya;4
Semipalatinskaya;Vladimirskaya;1
Semirechenskaya;Vladimirskaya;1
SyrDaryinskaya;Vladimirskaya;12
Turgayskaya;Vladimirskaya;4
Uralskaya;Vladimirskaya;24
Ferganskaya;Vladimirskaya;1
Arkhangelskaya;VojskaDonskogo;113
Astrakhanskaya;VojskaDonskogo;5640
Bessarabskaya;VojskaDonskogo;560
Vilenskaya;VojskaDonskogo;802
Vitebskaya;VojskaDonskogo;917
Vladimirskaya;VojskaDonskogo;4066
Vologodskaya;VojskaDonskogo;313
Volhynskaya;VojskaDonskogo;647
Voronezhskaya;VojskaDonskogo;88372
Viatskaya;VojskaDonskogo;593
Grodnenskaya;VojskaDonskogo;660
Ekaterinoslavskaya;VojskaDonskogo;29438
Kazanskaya;VojskaDonskogo;949
Kalugskaya;VojskaDonskogo;5827
Kievskaya;VojskaDonskogo;3637
Kovenskaya;VojskaDonskogo;968
Kostromskaya;VojskaDonskogo;341
Kurlandskaya;VojskaDonskogo;376
Kurskaya;VojskaDonskogo;32140
Liflyandskaya;VojskaDonskogo;665
Minskaya;VojskaDonskogo;1551
Mogilevskaya;VojskaDonskogo;2269
Moscowskaya;VojskaDonskogo;2974
Nizhegorodskaya;VojskaDonskogo;4758
Novgorodskaya;VojskaDonskogo;285
Olonetskaya;VojskaDonskogo;97
Orenburgskaya;VojskaDonskogo;315
Orlovskaya;VojskaDonskogo;29875
Penzenskaya;VojskaDonskogo;8247
Permskaya;VojskaDonskogo;299
Podolskaya;VojskaDonskogo;813
Poltavskaya;VojskaDonskogo;19458
Pskovskaya;VojskaDonskogo;179
Ryazanskaya;VojskaDonskogo;19087
Samaraskaya;VojskaDonskogo;2733
StPetersburgskaya;VojskaDonskogo;1334
Saratovskaya;VojskaDonskogo;21561
Simbirskaya;VojskaDonskogo;3171
Smolenskaya;VojskaDonskogo;2710
Tauridskaya;VojskaDonskogo;11445
Tambovskaya;VojskaDonskogo;30494
Tverskaya;VojskaDonskogo;726
Tulskaya;VojskaDonskogo;10761
Ufimskaya;VojskaDonskogo;177
Kharkovskaya;VojskaDonskogo;45881
Khersonskaya;VojskaDonskogo;3244
Chernigovskaya;VojskaDonskogo;8630
Estonskaya;VojskaDonskogo;91
Yaroslavskaya;VojskaDonskogo;392
Warsawskaya;VojskaDonskogo;777
Kaliszskaya;VojskaDonskogo;95
Kieleckaya;VojskaDonskogo;97
Lomzinskaya;VojskaDonskogo;101
Lublinskaya;VojskaDonskogo;475
Piotrkovskaya;VojskaDonskogo;141
Plockaya;VojskaDonskogo;140
Radomskaya;VojskaDonskogo;258
Suwalkskaya;VojskaDonskogo;197
Siedlcskaya;VojskaDonskogo;126
Bakinskaya;VojskaDonskogo;90
Dagestanskaya;VojskaDonskogo;215
Elisabethpolskaya;VojskaDonskogo;57
Karsskaya;VojskaDonskogo;63
Kubanskaya;VojskaDonskogo;4731
Kutaisskaya;VojskaDonskogo;150
Stavropolskaya;VojskaDonskogo;3165
Terskaya;VojskaDonskogo;1074
Tiflisskaya;VojskaDonskogo;465
Cernomorskaya;VojskaDonskogo;117
Erevanskaya;VojskaDonskogo;644
Amurskaya;VojskaDonskogo;15
Eniseiskaya;VojskaDonskogo;32
Zabaikalskaya;VojskaDonskogo;9
Irkutskaya;VojskaDonskogo;25
Primorskaya;VojskaDonskogo;17
Sakhalin;VojskaDonskogo;0
Tobolskaya;VojskaDonskogo;196
Tomskaya;VojskaDonskogo;49
Yakutskaya;VojskaDonskogo;4
Akmolinskaya;VojskaDonskogo;31
Zakaspiyskaya;VojskaDonskogo;17
Samarkandskaya;VojskaDonskogo;6
Semipalatinskaya;VojskaDonskogo;4
Semirechenskaya;VojskaDonskogo;16
SyrDaryinskaya;VojskaDonskogo;11
Turgayskaya;VojskaDonskogo;28
Uralskaya;VojskaDonskogo;44
Ferganskaya;VojskaDonskogo;30
Arkhangelskaya;Volhynskaya;38
Astrakhanskaya;Volhynskaya;40
Bessarabskaya;Volhynskaya;1382
Vilenskaya;Volhynskaya;1080
Vitebskaya;Volhynskaya;522
Vladimirskaya;Volhynskaya;329
Vologodskaya;Volhynskaya;74
Voronezhskaya;Volhynskaya;1382
Viatskaya;Volhynskaya;744
Grodnenskaya;Volhynskaya;8651
VojskaDonskogo;Volhynskaya;2059
Ekaterinoslavskaya;Volhynskaya;534
Kazanskaya;Volhynskaya;813
Kalugskaya;Volhynskaya;534
Kievskaya;Volhynskaya;22592
Kovenskaya;Volhynskaya;706
Kostromskaya;Volhynskaya;89
Kurlandskaya;Volhynskaya;250
Kurskaya;Volhynskaya;3702
Liflyandskaya;Volhynskaya;238
Minskaya;Volhynskaya;4525
Mogilevskaya;Volhynskaya;728
Moscowskaya;Volhynskaya;519
Nizhegorodskaya;Volhynskaya;632
Novgorodskaya;Volhynskaya;166
Olonetskaya;Volhynskaya;34
Orenburgskaya;Volhynskaya;1203
Orlovskaya;Volhynskaya;8645
Penzenskaya;Volhynskaya;334
Permskaya;Volhynskaya;71
Podolskaya;Volhynskaya;19059
Poltavskaya;Volhynskaya;7150
Pskovskaya;Volhynskaya;109
Ryazanskaya;Volhynskaya;650
Samaraskaya;Volhynskaya;3742
StPetersburgskaya;Volhynskaya;736
Saratovskaya;Volhynskaya;159
Simbirskaya;Volhynskaya;142
Smolenskaya;Volhynskaya;361
Tauridskaya;Volhynskaya;308
Tambovskaya;Volhynskaya;345
Tverskaya;Volhynskaya;222
Tulskaya;Volhynskaya;676
Ufimskaya;Volhynskaya;4479
Kharkovskaya;Volhynskaya;542
Khersonskaya;Volhynskaya;1622
Chernigovskaya;Volhynskaya;4518
Estonskaya;Volhynskaya;77
Yaroslavskaya;Volhynskaya;164
Warsawskaya;Volhynskaya;22822
Kaliszskaya;Volhynskaya;17380
Kieleckaya;Volhynskaya;1753
Lomzinskaya;Volhynskaya;2809
Lublinskaya;Volhynskaya;12813
Piotrkovskaya;Volhynskaya;11640
Plockaya;Volhynskaya;8232
Radomskaya;Volhynskaya;5029
Suwalkskaya;Volhynskaya;1446
Siedlcskaya;Volhynskaya;5468
Bakinskaya;Volhynskaya;22
Dagestanskaya;Volhynskaya;20
Elisabethpolskaya;Volhynskaya;9
Karsskaya;Volhynskaya;1
Kubanskaya;Volhynskaya;53
Kutaisskaya;Volhynskaya;36
Stavropolskaya;Volhynskaya;35
Terskaya;Volhynskaya;62
Tiflisskaya;Volhynskaya;84
Cernomorskaya;Volhynskaya;8
Erevanskaya;Volhynskaya;18
Amurskaya;Volhynskaya;4
Eniseiskaya;Volhynskaya;25
Zabaikalskaya;Volhynskaya;5
Irkutskaya;Volhynskaya;43
Primorskaya;Volhynskaya;24
Sakhalin;Volhynskaya;0
Tobolskaya;Volhynskaya;57
Tomskaya;Volhynskaya;32
Yakutskaya;Volhynskaya;2
Akmolinskaya;Volhynskaya;8
Zakaspiyskaya;Volhynskaya;10
Samarkandskaya;Volhynskaya;13
Semipalatinskaya;Volhynskaya;3
Semirechenskaya;Volhynskaya;15
SyrDaryinskaya;Volhynskaya;15
Turgayskaya;Volhynskaya;2
Uralskaya;Volhynskaya;7
Ferganskaya;Volhynskaya;7
Arkhangelskaya;Vologodskaya;3114
Astrakhanskaya;Vologodskaya;18
Bessarabskaya;Vologodskaya;9
Vilenskaya;Vologodskaya;85
Vitebskaya;Vologodskaya;104
Vladimirskaya;Vologodskaya;465
Volhynskaya;Vologodskaya;54
Voronezhskaya;Vologodskaya;43
Viatskaya;Vologodskaya;12971
Grodnenskaya;Vologodskaya;85
VojskaDonskogo;Vologodskaya;20
Ekaterinoslavskaya;Vologodskaya;32
Kazanskaya;Vologodskaya;122
Kalugskaya;Vologodskaya;146
Kievskaya;Vologodskaya;70
Kovenskaya;Vologodskaya;106
Kostromskaya;Vologodskaya;2862
Kurlandskaya;Vologodskaya;45
Kurskaya;Vologodskaya;37
Liflyandskaya;Vologodskaya;107
Minskaya;Vologodskaya;110
Mogilevskaya;Vologodskaya;89
Moscowskaya;Vologodskaya;569
Nizhegorodskaya;Vologodskaya;188
Novgorodskaya;Vologodskaya;3442
Olonetskaya;Vologodskaya;365
Orenburgskaya;Vologodskaya;29
Orlovskaya;Vologodskaya;69
Penzenskaya;Vologodskaya;59
Permskaya;Vologodskaya;227
Podolskaya;Vologodskaya;42
Poltavskaya;Vologodskaya;44
Pskovskaya;Vologodskaya;55
Ryazanskaya;Vologodskaya;263
Samaraskaya;Vologodskaya;44
StPetersburgskaya;Vologodskaya;1542
Saratovskaya;Vologodskaya;107
Simbirskaya;Vologodskaya;81
Smolenskaya;Vologodskaya;126
Tauridskaya;Vologodskaya;35
Tambovskaya;Vologodskaya;105
Tverskaya;Vologodskaya;424
Tulskaya;Vologodskaya;161
Ufimskaya;Vologodskaya;34
Kharkovskaya;Vologodskaya;31
Khersonskaya;Vologodskaya;54
Chernigovskaya;Vologodskaya;51
Estonskaya;Vologodskaya;54
Yaroslavskaya;Vologodskaya;2732
Warsawskaya;Vologodskaya;54
Kaliszskaya;Vologodskaya;5
Kieleckaya;Vologodskaya;10
Lomzinskaya;Vologodskaya;11
Lublinskaya;Vologodskaya;13
Piotrkovskaya;Vologodskaya;19
Plockaya;Vologodskaya;10
Radomskaya;Vologodskaya;23
Suwalkskaya;Vologodskaya;33
Siedlcskaya;Vologodskaya;17
Bakinskaya;Vologodskaya;2
Dagestanskaya;Vologodskaya;0
Elisabethpolskaya;Vologodskaya;2
Karsskaya;Vologodskaya;0
Kubanskaya;Vologodskaya;9
Kutaisskaya;Vologodskaya;5
Stavropolskaya;Vologodskaya;8
Terskaya;Vologodskaya;3
Tiflisskaya;Vologodskaya;4
Cernomorskaya;Vologodskaya;2
Erevanskaya;Vologodskaya;2
Amurskaya;Vologodskaya;4
Eniseiskaya;Vologodskaya;7
Zabaikalskaya;Vologodskaya;3
Irkutskaya;Vologodskaya;13
Primorskaya;Vologodskaya;18
Sakhalin;Vologodskaya;0
Tobolskaya;Vologodskaya;26
Tomskaya;Vologodskaya;18
Yakutskaya;Vologodskaya;1
Akmolinskaya;Vologodskaya;1
Zakaspiyskaya;Vologodskaya;3
Samarkandskaya;Vologodskaya;1
Semipalatinskaya;Vologodskaya;3
Semirechenskaya;Vologodskaya;0
SyrDaryinskaya;Vologodskaya;0
Turgayskaya;Vologodskaya;1
Uralskaya;Vologodskaya;0
Ferganskaya;Vologodskaya;1
Arkhangelskaya;Voronezhskaya;41
Astrakhanskaya;Voronezhskaya;149
Bessarabskaya;Voronezhskaya;99
Vilenskaya;Voronezhskaya;417
Vitebskaya;Voronezhskaya;360
Vladimirskaya;Voronezhskaya;991
Vologodskaya;Voronezhskaya;53
Volhynskaya;Voronezhskaya;370
Viatskaya;Voronezhskaya;473
Grodnenskaya;Voronezhskaya;364
VojskaDonskogo;Voronezhskaya;6919
Ekaterinoslavskaya;Voronezhskaya;674
Kazanskaya;Voronezhskaya;211
Kalugskaya;Voronezhskaya;1110
Kievskaya;Voronezhskaya;642
Kovenskaya;Voronezhskaya;288
Kostromskaya;Voronezhskaya;126
Kurlandskaya;Voronezhskaya;133
Kurskaya;Voronezhskaya;8443
Liflyandskaya;Voronezhskaya;386
Minskaya;Voronezhskaya;373
Mogilevskaya;Voronezhskaya;570
Moscowskaya;Voronezhskaya;2002
Nizhegorodskaya;Voronezhskaya;442
Novgorodskaya;Voronezhskaya;225
Olonetskaya;Voronezhskaya;26
Orenburgskaya;Voronezhskaya;195
Orlovskaya;Voronezhskaya;12112
Penzenskaya;Voronezhskaya;732
Permskaya;Voronezhskaya;267
Podolskaya;Voronezhskaya;472
Poltavskaya;Voronezhskaya;728
Pskovskaya;Voronezhskaya;89
Ryazanskaya;Voronezhskaya;3952
Samaraskaya;Voronezhskaya;209
StPetersburgskaya;Voronezhskaya;1037
Saratovskaya;Voronezhskaya;1187
Simbirskaya;Voronezhskaya;221
Smolenskaya;Voronezhskaya;382
Tauridskaya;Voronezhskaya;287
Tambovskaya;Voronezhskaya;15669
Tverskaya;Voronezhskaya;449
Tulskaya;Voronezhskaya;2197
Ufimskaya;Voronezhskaya;114
Kharkovskaya;Voronezhskaya;4943
